URN,folioURN,imgURN,specimenURN,text,Contributer,Date
urn:cite:botcar:catesbyLabels.typedLabel169.1,urn:cite:fufolio:CatesbyHS232.052,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_052_0604,urn:cite:botcar:sloane.169,Nyssa aquatica L.  Catesby 1-60 designated type by Eyde (Taxon 13:131) this the typotype see also HS 212 f 67 Det. Richard A. Howard 1982,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.typedLabel111.1,urn:cite:fufolio:CatesbyHS212.067,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_067_0450,urn:cite:botcar:sloane.111,Nyssa aquatica L.  Catesby 1-60 see also HS 232 f 52 Det. Richard A. Howard,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.typedLabel68.1,urn:cite:fufolio:CatesbyHS212.077,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_077_0425,urn:cite:botcar:sloane.68,Nyssa sylvatica Marshall Catesby 1-41 Det. Richard A. Howard 1982,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.typedLabel34.1,urn:cite:fufolio:CatesbyHS212.022,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_022_0484,urn:cite:botcar:sloane.34,Osmanthus americanus (L.) Gray Catesby 1-61 Linn. cited only Catesby and this would be typotype however Green chose an unmarked sheet in Herb. L. as type specimen. Det. Richard A. Howared 1982,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.typedLabel384.1,urn:cite:fufolio:CatesbyHS232.057,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_057_0599,urn:cite:botcar:sloane.384,Oxydendrum arboreum (L) DC Catesby 1-71 see also HS 212 f 66 Det. Richard A. Howard 1982,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.typedLabel309.1,urn:cite:fufolio:CatesbyHS212.066,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_066_0440,urn:cite:botcar:sloane.309,Oxydendrum arboreum (L) DC Catesby 1-71 see also HS 232 f 57 Det. Richard A. Howard 1982,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.typedLabel14.1,urn:cite:fufolio:CatesbyHS212.001,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_001_0507,urn:cite:botcar:sloane.14,Persea borbonia (L.) Sprengel Catesby 1-63 Det. Richard A. Howard 1982,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.typedLabel63.1,urn:cite:fufolio:CatesbyHS212.016,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_016_0494,urn:cite:botcar:sloane.63,Philadephus inodorus L.  Catesby 2-84 . Dandy calls this the typotype.  Det. Richard A. Howard 1982,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.typedLabel421.1,urn:cite:fufolio:CatesbyHS212.068,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_068_0449,urn:cite:botcar:sloane.421,Platanus occidentalis L.  Catesby 1-56 Det. Richard A. Howard 1982,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.typedLabel306.1,urn:cite:fufolio:CatesbyHS212.063,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_063_0451,urn:cite:botcar:sloane.306,Podophyllum peltatum L.  Catesby 1-24 De. Richard A. Howard 1982,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.typedLabel302.1,urn:cite:fufolio:CatesbyHS212.011,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_011_0500,urn:cite:botcar:sloane.302,Populus Rouleau (Rhodora 48:103-110) concluded Catesby 1-34 was P. heterophylla but the description a mixture of P. heterophylla and P. deltoides. See also HS 212 f 52. Det. Richard A. Howard 1982,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.typedLabel415.1,urn:cite:fufolio:CatesbyHS232.053,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_053_0607,urn:cite:botcar:sloane.415,Ptelea trifoliata L.  Catesby 2-83 see also HS 212 f 66 Det. Richard A. Howard 1982,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.typedLabel174.1,urn:cite:fufolio:CatesbyHS212.066,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_066_0440,urn:cite:botcar:sloane.174,Ptelea trifoliata L.  Catesby 2-83 see also HS 232 f 53 Det. Richard A. Howard 1982,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.typedLabel233.1,urn:cite:fufolio:CatesbyHS232.091,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_091_0565,urn:cite:botcar:sloane.233,Quercus alba L.  Catesby 1-21 Det. Richard A. Howard 1982,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.typedLabel383.1,urn:cite:fufolio:CatesbyHS212.078,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_078_0433,urn:cite:botcar:sloane.383,Quercus incana Bartram; also type of Q. phellos var gamma L and Q. brevifolia Sarg. Catesby 1-22.  Det. Richard A. Howard 1982,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.typedLabel268.1,urn:cite:fufolio:CatesbyHS232.088,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_088_0566,urn:cite:botcar:sloane.268,Quercus laevis Walter Catesby 1-23 see also HS 212 f 78 Det. Richard A. Howard 1982,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.typedLabel4.1,urn:cite:fufolio:CatesbyHS212.078,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_078_0433,urn:cite:botcar:sloane.4,Quercus laevis Walter Catesby i-23 see also HS 232 f 88 Det. Richard A. Howard 1982,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.typedLabel239.1,urn:cite:fufolio:CatesbyHS232.093,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_093_0567,urn:cite:botcar:sloane.239,Quercus marilandica Muenchh.  Catesby 1-19 Det. Richard A. Howard 1982,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.typedLabel420.1,urn:cite:fufolio:CatesbyHS232.096,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_096_0562,urn:cite:botcar:sloane.420,Quercus nigra L.  Catesby 1-20 Det. Richard A. Howard 1982,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.typedLabel55.1,urn:cite:fufolio:CatesbyHS232.098,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_098_0558,urn:cite:botcar:sloane.55,Quercus phellos L.  Catesby 1-16 see also HS 212 f 77 Det. Richard A. Howard 1982,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.typedLabel342.1,urn:cite:fufolio:CatesbyHS212.077,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_077_0425,urn:cite:botcar:sloane.342,Quercus phellos L.  Catesby 1-16 see also HS 232 f 98 Det. Richard A. Howard 1982,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.typedLabel8.1,urn:cite:fufolio:CatesbyHS232.014,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_014_0642,urn:cite:botcar:sloane.8,Quercus prinus L.  Catesby 1-18 see also HS 212 f 5 Det. Richard A. Howard 1982,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.typedLabel391.1,urn:cite:fufolio:CatesbyHS212.005,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_005_0503,urn:cite:botcar:sloane.391,Quercus prinus L.@ Catesby 1-18 see also HS 232 f 14; Det. Richard A. Howard 1982.,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.typedLabel175.1,urn:cite:fufolio:CatesbyHS212.081,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_081_0424,urn:cite:botcar:sloane.175,Quercus virginiana Miller Catesby 1-17. Typotype of Quercus phellos var B ex Dandy Det. Richard A. Howard 1982,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.typedLabel75.1,urn:cite:fufolio:CatesbyHS212.021,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_021_0485,urn:cite:botcar:sloane.75,Sarracenia catesbaei (Elliot) Bell?  Casteby 2-69 see also f 20@ 45 Det. Richard A. Howard 1983,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.typedLabel72.1,urn:cite:fufolio:CatesbyHS212.020,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_020_0490,urn:cite:botcar:sloane.72,Sarracenia x catesbaei (Elliot) Bell?  Catesby 2-69 see also f 21@ 45 Det. Richard A. Howard 1982,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.typedLabel160.1,urn:cite:fufolio:CatesbyHS212.018,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_018_0492,urn:cite:botcar:sloane.160,Silene virginica L.  Catesby 2-54 Det. Silene virginica L.,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.typedLabel263.1,urn:cite:fufolio:CatesbyHS212.033,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_033_0472,urn:cite:botcar:sloane.263,Spigelia marilandica (L.) L.  Catesby 2-78 Corrected reference@ see Syst. 12:734 Det. Richard A. Howard 1982,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.typedLabel49.1,urn:cite:fufolio:CatesbyHS232.069,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_069_0588,urn:cite:botcar:sloane.49,Taxodium ascendens Det. Glynn Church@ 9.2007 Taxodium distichum (L) Richard Catesby 1-11 see also HS 212 f 4@ HS 232 f 85 Det. Richard A. Howard,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.typedLabel316.1,urn:cite:fufolio:CatesbyHS212.004,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_004_0501,urn:cite:botcar:sloane.316,Taxodium distichum (L.) Richard Catesby 1-11 See also HS 232 f 69@ f 85 Det. Richard A. Howard 1982,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.typedLabel234.1,urn:cite:fufolio:CatesbyHS232.085,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_085_0578,urn:cite:botcar:sloane.234,Taxodium distichum (L) Richard Catesby 1-11 see also HS 212 f 4@ HS 232 f 69 Det. Richard A. Howard 1982,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.typedLabel7.1,urn:cite:fufolio:CatesbyHS212.059,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_059_0446,urn:cite:botcar:sloane.7,Trillium catesbaei Elliott Catesby 1-45 typotype ex Dandy Det. Richard A. Howard 1982,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.typedLabel322.1,urn:cite:fufolio:CatesbyHS212.059,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_059_0446,urn:cite:botcar:sloane.322,Trillium maculatum Raf.  Catesby 1-50 Typotype ex Dandy Det. Richard A. Howard 1982,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
